loan_id,checkout_date,due_date,return_date,loan_status,renewal_count,member_id,member_type,department_or_program,member_status,branch_name,book_id,title,language,publication_year,category_name,copy_id,availability_status,condition_status,checkout_librarian,checkout_role
LN001331,2025-10-03,2025-10-24,2025-10-11,returned,0,M000436,student,Psychology,active,Engineering Library,B000107,Molecular Biology: An Applied Introduction 107,Arabic,2002,Biology,C000361,lost,lost,Tara Clark,circulation
LN001332,2025-10-03,2025-10-17,2025-10-15,returned,1,M000002,student,Mathematics,active,Engineering Library,B000234,Control Systems: An Applied Introduction 234,Persian,2022,Electrical Engineering,C000737,available,new,Tara Clark,circulation
LN001333,2025-10-03,2025-10-31,2025-10-14,returned,0,M000203,student,Electrical Engineering,active,Engineering Library,B000242,Probability Theory: A Modern Approach 242,English,2001,Mathematics,C000765,available,worn,Reza Brown,analyst
LN001334,2025-10-03,2025-10-24,2025-10-16,returned,1,M000463,student,Physics,active,Central Library,B000170,Modern Fiction: Methods for Researchers 170,English,2003,Literature,C000546,available,good,Hana Abbasi,manager
LN001335,2025-10-03,2025-10-17,2025-10-09,returned,0,M000352,student,Mathematics,active,Medical Sciences Library,B000100,Organic Chemistry: An Applied Introduction 100,Arabic,1994,Chemistry,C000332,available,good,Emma Khan,circulation
LN001336,2025-10-03,2025-10-24,2025-10-25,returned,0,M000317,student,Literature,active,Medical Sciences Library,B000005,Laboratory Methods: Case Studies and Practice 5,English,2016,Chemistry,C000015,available,good,Karim Lee,circulation
LN001337,2025-10-04,2025-10-18,2025-10-07,returned,0,M000180,faculty,Mathematics,active,Engineering Library,B000084,Genetics: Principles and Applications 84,English,2006,Biology,C000286,available,good,Reza Khan,circulation
LN001338,2025-10-04,2025-10-18,2025-10-16,returned,0,M000363,student,Psychology,active,Medical Sciences Library,B000179,Quantum Mechanics: Case Studies and Practice 179,Persian,2024,Physics,C000575,available,worn,Noah Johnson,admin
LN001339,2025-10-04,2025-10-25,2025-10-07,returned,3,M000452,student,Computer Engineering,active,Graduate Research Library,B000070,"Philosophy of Science: Concepts, Models, and Tools 70",English,2000,Philosophy,C000237,available,good,Ali Lee,circulation
LN001340,2025-10-04,2025-10-25,2025-10-09,returned,0,M000064,student,Psychology,active,Engineering Library,B000046,Algorithms: Case Studies and Practice 46,English,1990,Computer Science,C000161,available,new,Reza Khan,circulation
LN001341,2025-10-04,2025-10-25,2025-10-06,returned,0,M000348,staff,Economics,active,Engineering Library,B000105,Numerical Methods: Case Studies and Practice 105,Persian,2004,Mathematics,C000351,available,worn,Emma Martin,circulation
LN001342,2025-10-05,2025-10-19,2025-10-07,returned,0,M000375,faculty,Psychology,active,Medical Sciences Library,B000280,Signal Processing: Methods for Researchers 280,English,2005,Electrical Engineering,C000895,available,worn,Reza Khan,circulation
LN001343,2025-10-05,2025-10-26,2025-10-16,returned,0,M000221,student,Management,active,Central Library,B000196,Behavioral Analysis: Principles and Applications 196,English,2020,Psychology,C000628,available,good,Reza Brown,analyst
LN001344,2025-10-05,2025-11-02,2025-10-09,returned,0,M000132,student,Psychology,active,Graduate Research Library,B000263,Machine Learning: An Applied Introduction 263,English,1998,Computer Science,C000837,available,worn,Emma Farhadi,circulation
LN001345,2025-10-06,2025-10-27,2025-11-11,returned,2,M000382,staff,Mathematics,active,Engineering Library,B000252,Project Management: Principles and Applications 252,Persian,2009,Management,C000806,available,worn,Hana Abbasi,manager
LN001346,2025-10-06,2025-10-27,2025-10-09,returned,1,M000216,student,Literature,active,Central Library,B000116,Data Mining: An Applied Introduction 116,English,2001,Computer Science,C000388,available,worn,Ali Khan,manager
LN001347,2025-10-07,2025-10-21,2025-10-14,returned,0,M000184,staff,Economics,active,Graduate Research Library,B000203,World Literature: Methods for Researchers 203,English,2018,Literature,C000643,available,worn,Sophia Hosseini,manager
LN001348,2025-10-07,2025-10-21,2025-10-19,returned,0,M000511,student,Mechanical Engineering,active,Graduate Research Library,B000023,Operations Management: Case Studies and Practice 23,English,2016,Management,C000088,available,good,Ali Lee,circulation
LN001349,2025-10-07,2025-10-21,2025-10-20,returned,0,M000510,student,Literature,active,Medical Sciences Library,B000068,Microeconomics: An Applied Introduction 68,English,1993,Economics,C000227,available,good,Tara Clark,circulation
LN001350,2025-10-07,2025-10-28,2025-10-15,returned,0,M000275,student,Civil Engineering,active,Engineering Library,B000136,Development Economics: Principles and Applications 136,English,1997,Economics,C000445,available,worn,Reza Brown,analyst
LN001351,2025-10-07,2025-10-21,2025-10-21,returned,0,M000262,student,Civil Engineering,active,Central Library,B000115,Business Analytics: An Applied Introduction 115,English,2003,Management,C000382,available,good,Ali Lee,circulation
LN001352,2025-10-08,2025-10-22,2025-10-18,returned,0,M000266,student,Management,active,Central Library,B000217,Econometrics: Case Studies and Practice 217,Persian,1999,Economics,C000688,available,good,Ali Khan,manager
LN001353,2025-10-08,2025-10-29,2025-10-24,returned,0,M000223,student,Civil Engineering,active,Medical Sciences Library,B000178,Political Philosophy: Principles and Applications 178,Persian,2012,Philosophy,C000574,available,good,Ali Khan,manager
LN001354,2025-10-08,2025-10-22,2025-10-17,returned,0,M000156,student,Electrical Engineering,active,Central Library,B000166,Fluid Mechanics: An Applied Introduction 166,English,2006,Mechanical Engineering,C000532,available,good,Emma Farhadi,circulation
LN001355,2025-10-08,2025-10-29,2025-10-11,returned,0,M000087,faculty,Mechanical Engineering,active,Engineering Library,B000158,Logic: Principles and Applications 158,English,2006,Philosophy,C000507,available,worn,Emma Khan,circulation
LN001356,2025-10-09,2025-10-30,2025-10-14,returned,0,M000404,student,Economics,active,Central Library,B000307,"Signal Processing: Concepts, Models, and Tools 307",English,2021,Electrical Engineering,C000977,available,good,Karim Lee,circulation
LN001357,2025-10-09,2025-11-06,2025-11-13,returned,0,M000269,student,Electrical Engineering,active,Graduate Research Library,B000292,"Ecology: Concepts, Models, and Tools 292",Persian,2026,Biology,C000927,available,good,Tara Karimi,analyst
LN001358,2025-10-09,2025-10-30,2025-10-23,returned,0,M000451,staff,Computer Engineering,active,Engineering Library,B000162,Microeconomics: Case Studies and Practice 162,Persian,2019,Economics,C000518,lost,lost,Sophia Hosseini,manager
LN001359,2025-10-09,2025-10-30,2025-10-28,returned,0,M000467,student,Electrical Engineering,active,Graduate Research Library,B000295,Discrete Mathematics: An Applied Introduction 295,English,1994,Mathematics,C000939,available,worn,Olivia Martin,circulation
LN001360,2025-10-09,2025-10-30,2025-10-30,returned,0,M000452,student,Computer Engineering,active,Central Library,B000142,"Philosophy of Science: Concepts, Models, and Tools 142",Persian,2008,Philosophy,C000467,available,good,Noah Johnson,admin
LN001361,2025-10-10,2025-11-07,2025-11-01,returned,0,M000057,student,Industrial Engineering,active,Central Library,B000284,Philosophy of Science: A Modern Approach 284,English,2012,Philosophy,C000906,available,good,Ali Khan,manager
LN001362,2025-10-10,2025-10-24,2025-10-21,returned,2,M000407,staff,Physics,active,Engineering Library,B000039,Cloud Computing: Methods for Researchers 39,English,2005,Computer Science,C000142,retired,good,Ali Khan,manager
LN001363,2025-10-10,2025-10-31,2025-10-19,returned,0,M000028,student,Mechanical Engineering,active,Medical Sciences Library,B000277,Operations Management: Case Studies and Practice 277,English,1998,Management,C000881,available,new,Tara Clark,circulation
LN001364,2025-10-11,2025-10-25,2025-10-24,returned,2,M000342,faculty,Mechanical Engineering,active,Central Library,B000173,Thermodynamics: Methods for Researchers 173,Persian,1992,Mechanical Engineering,C000560,available,worn,Emma Khan,circulation
LN001365,2025-10-11,2025-11-08,2025-10-26,returned,0,M000448,student,Mechanical Engineering,active,Engineering Library,B000077,Public Policy: Principles and Applications 77,English,2025,Economics,C000262,available,new,Ali Khan,manager
LN001366,2025-10-11,2025-10-25,2025-10-21,returned,1,M000450,student,Literature,active,Graduate Research Library,B000174,"Data Mining: Concepts, Models, and Tools 174",Persian,2019,Computer Science,C000561,available,good,Olivia Martin,circulation
LN001367,2025-10-11,2025-11-01,2025-10-21,returned,1,M000413,student,Chemistry,active,Central Library,B000050,Fluid Mechanics: Methods for Researchers 50,English,2020,Mechanical Engineering,C000170,available,worn,Ali Khan,manager
LN001368,2025-10-11,2025-10-25,2025-10-15,returned,0,M000069,student,Industrial Engineering,active,Central Library,B000223,Digital Circuits: A Modern Approach 223,English,2009,Electrical Engineering,C000707,lost,lost,Reza Khan,circulation
LN001369,2025-10-12,2025-11-16,2025-11-21,returned,0,M000271,staff,Chemistry,active,Engineering Library,B000293,Econometrics: Principles and Applications 293,Persian,2017,Economics,C000928,available,good,Ali Khan,manager
LN001370,2025-10-12,2025-10-26,2025-10-23,returned,1,M000352,student,Mathematics,active,Central Library,B000241,Data Mining: A Modern Approach 241,English,1997,Computer Science,C000760,available,worn,Mina Brown,analyst
LN001371,2025-10-12,2025-11-16,2025-10-28,returned,0,M000384,student,Literature,active,Central Library,B000079,"Urban Infrastructure: Concepts, Models, and Tools 79",English,1995,Civil Engineering,C000269,available,worn,Emma Farhadi,circulation
LN001372,2025-10-12,2025-10-26,2025-10-24,returned,0,M000481,student,Industrial Engineering,active,Engineering Library,B000100,Organic Chemistry: An Applied Introduction 100,Arabic,1994,Chemistry,C000331,available,good,Reza Brown,analyst
LN001373,2025-10-13,2025-11-03,2025-10-17,returned,1,M000079,student,Physics,active,Graduate Research Library,B000136,Development Economics: Principles and Applications 136,English,1997,Economics,C000446,available,good,Hana Abbasi,manager
LN001374,2025-10-13,2025-11-10,2025-11-06,returned,0,M000140,student,Management,active,Medical Sciences Library,B000272,Political Philosophy: Principles and Applications 272,Persian,2014,Philosophy,C000867,available,worn,Tara Clark,circulation
LN001375,2025-10-13,2025-11-03,2025-10-26,returned,0,M000236,student,Economics,active,Central Library,B000068,Microeconomics: An Applied Introduction 68,English,1993,Economics,C000229,available,worn,Ali Lee,circulation
LN001376,2025-10-13,2025-10-27,2025-10-17,returned,0,M000277,public,,active,Medical Sciences Library,B000317,Modern Iran: Principles and Applications 317,English,1995,History,C001011,available,worn,Emma Martin,circulation
LN001377,2025-10-14,2025-10-28,2025-10-27,returned,0,M000107,student,Physics,active,Engineering Library,B000260,Digital Circuits: Methods for Researchers 260,English,2009,Electrical Engineering,C000828,available,worn,Karim Lee,circulation
LN001378,2025-10-14,2025-11-04,2025-10-31,returned,1,M000233,staff,Industrial Engineering,expired,Graduate Research Library,B000019,Philosophy of Science: Principles and Applications 19,English,1999,Philosophy,C000070,available,good,Emma Farhadi,circulation
LN001379,2025-10-14,2025-11-11,2025-10-23,returned,0,M000253,student,Computer Engineering,active,Graduate Research Library,B000070,"Philosophy of Science: Concepts, Models, and Tools 70",English,2000,Philosophy,C000237,available,good,Olivia Martin,circulation
LN001380,2025-10-14,2025-11-11,2025-10-22,returned,0,M000133,student,Mechanical Engineering,active,Central Library,B000038,Development Economics: Methods for Researchers 38,Persian,2000,Economics,C000140,available,good,Sina Moradi,admin
LN001381,2025-10-14,2025-10-28,,lost,0,M000336,staff,Electrical Engineering,active,Medical Sciences Library,B000251,Numerical Methods: An Applied Introduction 251,Persian,1997,Mathematics,C000803,lost,lost,Emma Martin,circulation
LN001382,2025-10-16,2025-11-06,2025-11-03,returned,0,M000347,student,Management,active,Engineering Library,B000075,Philosophy of Science: An Applied Introduction 75,English,1991,Philosophy,C000254,available,good,Reza Khan,circulation
LN001383,2025-10-16,2025-10-30,2025-10-28,returned,0,M000028,student,Mechanical Engineering,active,Medical Sciences Library,B000188,Fluid Mechanics: Principles and Applications 188,English,2023,Mechanical Engineering,C000599,available,good,Mina Brown,analyst
LN001384,2025-10-16,2025-11-06,2025-10-24,returned,1,M000356,staff,Literature,active,Medical Sciences Library,B000143,Discrete Mathematics: Methods for Researchers 143,English,2009,Mathematics,C000469,available,worn,Sophia Hosseini,manager
LN001385,2025-10-16,2025-11-06,2025-10-21,returned,2,M000120,student,Psychology,active,Graduate Research Library,B000139,Urban Infrastructure: Case Studies and Practice 139,English,2014,Civil Engineering,C000455,available,good,Emma Farhadi,circulation
LN001386,2025-10-17,2025-11-07,2025-10-31,returned,2,M000187,student,Physics,suspended,Engineering Library,B000149,Database Systems: An Applied Introduction 149,English,2022,Computer Science,C000485,available,good,Emma Martin,circulation
LN001387,2025-10-17,2025-11-07,2025-11-17,returned,0,M000472,faculty,Physics,active,Central Library,B000171,Discrete Mathematics: A Modern Approach 171,English,1997,Mathematics,C000549,available,good,Reza Khan,circulation
LN001388,2025-10-17,2025-11-21,2025-11-10,returned,2,M000149,student,Mathematics,suspended,Graduate Research Library,B000122,Database Systems: Methods for Researchers 122,Persian,2007,Computer Science,C000402,on_loan,good,Tara Karimi,analyst
LN001389,2025-10-17,2025-11-07,2025-11-03,returned,0,M000011,public,,expired,Graduate Research Library,B000219,Signal Processing: An Applied Introduction 219,English,1993,Electrical Engineering,C000697,available,good,Ali Khan,manager
LN001390,2025-10-17,2025-11-14,2025-11-14,returned,0,M000318,student,Psychology,active,Graduate Research Library,B000055,Statistical Physics: A Modern Approach 55,Persian,2000,Physics,C000188,available,good,Sophia Hosseini,manager
LN001391,2025-10-17,2025-11-07,2025-10-26,returned,1,M000154,public,,active,Engineering Library,B000273,Development Economics: Methods for Researchers 273,English,2008,Economics,C000868,available,good,Reza Brown,analyst
LN001392,2025-10-17,2025-11-14,2025-10-25,returned,3,M000005,student,Literature,active,Engineering Library,B000055,Statistical Physics: A Modern Approach 55,Persian,2000,Physics,C000184,available,worn,Ali Khan,manager
LN001393,2025-10-17,2025-11-07,2025-11-04,returned,1,M000071,student,Psychology,active,Central Library,B000073,Development Economics: A Modern Approach 73,English,1999,Economics,C000247,available,worn,Reza Brown,analyst
LN001394,2025-10-18,2025-11-01,2025-10-29,returned,0,M000297,student,Literature,active,Medical Sciences Library,B000058,Linear Algebra: A Modern Approach 58,Persian,2011,Mathematics,C000195,available,worn,Emma Khan,circulation
LN001395,2025-10-18,2025-11-01,2025-10-20,returned,0,M000289,student,Chemistry,active,Central Library,B000254,Manufacturing Systems: A Modern Approach 254,Persian,2011,Mechanical Engineering,C000810,available,good,Sina Moradi,admin
LN001396,2025-10-19,2025-11-16,2025-11-24,returned,0,M000029,student,Physics,active,Central Library,B000224,"Classical Mechanics: Concepts, Models, and Tools 224",English,1993,Physics,C000712,available,good,Hana Abbasi,manager
LN001397,2025-10-20,2025-11-24,2025-11-23,returned,0,M000083,student,Management,active,Central Library,B000149,Database Systems: An Applied Introduction 149,English,2022,Computer Science,C000483,available,worn,Noah Johnson,admin
LN001398,2025-10-21,2025-11-04,2025-11-03,returned,0,M000420,student,Psychology,active,Engineering Library,B000250,Learning Theory: Methods for Researchers 250,English,2017,Psychology,C000798,retired,good,Sophia Hosseini,manager
LN001399,2025-10-21,2025-11-04,2025-10-27,returned,0,M000091,student,Psychology,active,Graduate Research Library,B000002,Econometrics: Principles and Applications 2,English,2006,Economics,C000005,available,good,Ali Khan,manager
LN001400,2025-10-21,2025-11-04,2025-11-02,returned,0,M000483,public,,active,Medical Sciences Library,B000245,Political Philosophy: Case Studies and Practice 245,Persian,1993,Philosophy,C000779,available,good,Sophia Hosseini,manager
LN001401,2025-10-21,2025-11-04,2025-10-28,returned,0,M000034,student,Management,active,Engineering Library,B000228,Analytical Chemistry: Case Studies and Practice 228,Persian,2020,Chemistry,C000721,available,good,Emma Farhadi,circulation
LN001402,2025-10-22,2025-11-05,2025-11-01,returned,0,M000075,faculty,Economics,active,Engineering Library,B000244,Ecology: A Modern Approach 244,English,2020,Biology,C000775,on_loan,good,Hana Abbasi,manager
LN001403,2025-10-22,2025-11-19,2025-10-24,returned,0,M000395,faculty,Literature,active,Central Library,B000154,"Philosophy of Science: Concepts, Models, and Tools 154",Persian,2011,Philosophy,C000495,available,good,Karim Lee,circulation
LN001404,2025-10-22,2025-11-05,2025-10-25,returned,0,M000092,student,Economics,active,Graduate Research Library,B000182,Behavioral Analysis: Methods for Researchers 182,English,2001,Psychology,C000581,available,good,Reza Brown,analyst
LN001405,2025-10-22,2025-11-19,2025-10-30,returned,0,M000095,student,Literature,active,Graduate Research Library,B000093,Database Systems: A Modern Approach 93,English,2023,Computer Science,C000309,available,worn,Hana Abbasi,manager
LN001406,2025-10-22,2025-11-05,2025-10-28,returned,0,M000135,staff,Physics,active,Graduate Research Library,B000077,Public Policy: Principles and Applications 77,English,2025,Economics,C000261,available,good,Olivia Martin,circulation
LN001407,2025-10-22,2025-11-05,2025-10-27,returned,0,M000003,student,History,active,Central Library,B000109,Probability Theory: A Modern Approach 109,English,1992,Mathematics,C000367,available,good,Mina Brown,analyst
LN001408,2025-10-22,2025-11-19,2025-11-27,returned,0,M000162,student,Industrial Engineering,active,Engineering Library,B000110,Signal Processing: Methods for Researchers 110,English,2021,Electrical Engineering,C000369,available,good,Olivia Martin,circulation
LN001409,2025-10-22,2025-11-05,2025-11-05,returned,1,M000436,student,Psychology,active,Engineering Library,B000218,Literary Criticism: Principles and Applications 218,English,1992,Literature,C000694,available,worn,Sina Moradi,admin
LN001410,2025-10-22,2025-11-12,2025-11-27,returned,1,M000329,student,Management,active,Central Library,B000283,Molecular Biology: Principles and Applications 283,English,1990,Biology,C000903,available,good,Emma Khan,circulation
LN001411,2025-10-23,2025-11-06,2025-10-27,returned,0,M000394,student,Mathematics,active,Central Library,B000008,Numerical Methods: A Modern Approach 8,Persian,1998,Mathematics,C000027,available,good,Ali Khan,manager
LN001412,2025-10-23,2025-11-13,2025-10-29,returned,2,M000243,student,Civil Engineering,active,Graduate Research Library,B000305,Linear Algebra: An Applied Introduction 305,English,2024,Mathematics,C000967,available,worn,Karim Lee,circulation
LN001413,2025-10-23,2025-11-13,2025-10-31,returned,1,M000245,faculty,Psychology,active,Engineering Library,B000233,"Laboratory Methods: Concepts, Models, and Tools 233",Persian,1992,Chemistry,C000734,available,good,Noah Johnson,admin
LN001414,2025-10-23,2025-11-13,2025-11-02,returned,0,M000102,student,Physics,active,Central Library,B000207,"Project Management: Concepts, Models, and Tools 207",English,2002,Management,C000655,available,good,Sophia Hosseini,manager
LN001415,2025-10-24,2025-11-14,2025-10-27,returned,1,M000227,staff,Industrial Engineering,active,Medical Sciences Library,B000138,Probability Theory: Case Studies and Practice 138,English,1990,Mathematics,C000452,available,worn,Tara Clark,circulation
LN001416,2025-10-24,2025-11-07,2025-10-26,returned,0,M000355,student,Mathematics,active,Graduate Research Library,B000109,Probability Theory: A Modern Approach 109,English,1992,Mathematics,C000368,retired,good,Tara Karimi,analyst
LN001417,2025-10-24,2025-11-14,2025-10-31,returned,0,M000184,staff,Economics,active,Medical Sciences Library,B000131,Cloud Computing: A Modern Approach 131,Persian,2006,Computer Science,C000436,available,new,Tara Karimi,analyst
LN001418,2025-10-24,2025-11-07,2025-11-02,returned,0,M000239,student,Electrical Engineering,active,Medical Sciences Library,B000145,Project Management: Principles and Applications 145,English,2004,Management,C000473,available,good,Tara Clark,circulation
LN001419,2025-10-24,2025-11-21,2025-10-30,returned,0,M000474,student,Chemistry,active,Central Library,B000186,Manufacturing Systems: A Modern Approach 186,English,2012,Mechanical Engineering,C000595,available,good,Reza Khan,circulation
LN001420,2025-10-25,2025-11-08,2025-10-29,returned,0,M000310,student,Literature,active,Engineering Library,B000310,Business Analytics: Principles and Applications 310,Persian,1995,Management,C000991,available,worn,Hana Abbasi,manager
LN001421,2025-10-25,2025-11-08,2025-11-04,returned,2,M000249,student,Civil Engineering,active,Central Library,B000125,Optics: An Applied Introduction 125,English,2000,Physics,C000416,available,good,Karim Lee,circulation
LN001422,2025-10-27,2025-11-10,2025-11-05,returned,0,M000512,student,History,active,Engineering Library,B000150,"Ecology: Concepts, Models, and Tools 150",English,2000,Biology,C000487,available,good,Olivia Martin,circulation
LN001423,2025-10-27,2025-11-10,2025-11-08,returned,0,M000141,faculty,Physics,active,Medical Sciences Library,B000178,Political Philosophy: Principles and Applications 178,Persian,2012,Philosophy,C000574,available,good,Karim Lee,circulation
LN001424,2025-10-27,2025-11-10,2025-11-08,returned,1,M000234,faculty,Mechanical Engineering,active,Central Library,B000210,Logic: Methods for Researchers 210,English,2014,Philosophy,C000668,available,good,Noah Johnson,admin
LN001425,2025-10-28,2025-11-11,2025-11-08,returned,1,M000461,student,Psychology,active,Central Library,B000064,Ecology: Methods for Researchers 64,Persian,2011,Biology,C000216,available,worn,Reza Khan,circulation
LN001426,2025-10-28,2025-11-18,2025-11-13,returned,1,M000022,student,Physics,active,Graduate Research Library,B000116,Data Mining: An Applied Introduction 116,English,2001,Computer Science,C000386,available,good,Ali Lee,circulation
LN001427,2025-10-29,2025-11-12,2025-11-09,returned,0,M000155,student,Electrical Engineering,active,Graduate Research Library,B000289,Classical Mechanics: An Applied Introduction 289,Persian,2005,Physics,C000920,available,good,Sina Moradi,admin
LN001428,2025-10-29,2025-11-19,2025-11-02,returned,1,M000338,public,,active,Engineering Library,B000055,Statistical Physics: A Modern Approach 55,Persian,2000,Physics,C000187,available,worn,Mina Brown,analyst
LN001429,2025-10-29,2025-11-19,2025-11-07,returned,0,M000450,student,Literature,active,Engineering Library,B000168,"Cloud Computing: Concepts, Models, and Tools 168",English,1997,Computer Science,C000541,available,good,Reza Brown,analyst
LN001430,2025-10-30,2025-11-27,2025-11-22,returned,0,M000092,student,Economics,active,Graduate Research Library,B000192,Cell Biology: Case Studies and Practice 192,English,2013,Biology,C000613,available,good,Emma Farhadi,circulation
LN001431,2025-10-30,2025-11-20,,lost,2,M000483,public,,active,Engineering Library,B000073,Development Economics: A Modern Approach 73,English,1999,Economics,C000246,lost,lost,Karim Lee,circulation
LN001432,2025-10-31,2025-11-21,2025-11-04,returned,0,M000310,student,Literature,active,Medical Sciences Library,B000169,Urban History: Principles and Applications 169,English,2021,History,C000544,available,good,Sina Moradi,admin
LN001433,2025-11-01,2025-11-15,2025-11-08,returned,0,M000168,student,Psychology,active,Central Library,B000022,Machine Learning: Principles and Applications 22,Persian,1995,Computer Science,C000080,available,worn,Sina Moradi,admin
LN001434,2025-11-01,2025-11-15,,lost,0,M000125,student,Psychology,active,Engineering Library,B000217,Econometrics: Case Studies and Practice 217,Persian,1999,Economics,C000691,lost,lost,Mina Brown,analyst
LN001435,2025-11-01,2025-11-15,2025-11-12,returned,0,M000372,student,History,active,Central Library,B000074,Strategic Management: Methods for Researchers 74,English,2000,Management,C000251,available,good,Ali Khan,manager
LN001436,2025-11-01,2025-11-15,2025-11-14,returned,0,M000029,student,Physics,active,Central Library,B000223,Digital Circuits: A Modern Approach 223,English,2009,Electrical Engineering,C000706,available,worn,Reza Khan,circulation
LN001437,2025-11-01,2025-11-15,2025-12-07,returned,0,M000259,student,Psychology,active,Central Library,B000039,Cloud Computing: Methods for Researchers 39,English,2005,Computer Science,C000144,available,good,Tara Clark,circulation
LN001438,2025-11-01,2025-11-22,2025-11-10,returned,0,M000069,student,Industrial Engineering,active,Graduate Research Library,B000277,Operations Management: Case Studies and Practice 277,English,1998,Management,C000882,available,worn,Noah Johnson,admin
LN001439,2025-11-01,2025-11-15,2025-11-10,returned,1,M000415,student,Chemistry,active,Engineering Library,B000280,Signal Processing: Methods for Researchers 280,English,2005,Electrical Engineering,C000891,available,good,Noah Johnson,admin
LN001440,2025-11-01,2025-11-29,2025-11-04,returned,0,M000380,student,Chemistry,active,Engineering Library,B000294,"Discrete Mathematics: Concepts, Models, and Tools 294",English,2004,Mathematics,C000933,available,good,Hana Abbasi,manager
LN001441,2025-11-03,2025-11-24,2025-11-17,returned,0,M000286,student,Computer Engineering,active,Central Library,B000228,Analytical Chemistry: Case Studies and Practice 228,Persian,2020,Chemistry,C000723,available,good,Tara Clark,circulation
LN001442,2025-11-03,2025-11-24,2025-11-16,returned,1,M000335,public,,active,Medical Sciences Library,B000263,Machine Learning: An Applied Introduction 263,English,1998,Computer Science,C000838,available,good,Olivia Martin,circulation
LN001443,2025-11-03,2025-11-17,2025-11-07,returned,0,M000024,staff,Chemistry,active,Central Library,B000023,Operations Management: Case Studies and Practice 23,English,2016,Management,C000085,available,good,Tara Clark,circulation
LN001444,2025-11-04,2025-11-25,2025-11-23,returned,1,M000228,student,Physics,active,Engineering Library,B000218,Literary Criticism: Principles and Applications 218,English,1992,Literature,C000693,available,worn,Emma Khan,circulation
LN001445,2025-11-04,2025-11-18,2025-11-11,returned,1,M000233,staff,Industrial Engineering,expired,Engineering Library,B000006,Linear Algebra: Case Studies and Practice 6,English,1995,Mathematics,C000016,available,worn,Emma Khan,circulation
LN001446,2025-11-04,2025-12-02,2025-11-19,returned,0,M000474,student,Chemistry,active,Central Library,B000189,Fluid Mechanics: Principles and Applications 189,English,2011,Mechanical Engineering,C000601,available,good,Emma Farhadi,circulation
LN001447,2025-11-04,2025-11-18,2025-11-07,returned,1,M000228,student,Physics,active,Central Library,B000163,Classical Mechanics: Case Studies and Practice 163,English,2018,Physics,C000523,available,new,Emma Khan,circulation
LN001448,2025-11-05,2025-11-26,2025-11-10,returned,0,M000158,student,Mathematics,active,Medical Sciences Library,B000141,Literary Criticism: Principles and Applications 141,English,1999,Literature,C000463,available,good,Hana Abbasi,manager
LN001449,2025-11-05,2025-11-19,2025-11-11,returned,0,M000226,staff,Chemistry,suspended,Central Library,B000017,Strategic Management: Principles and Applications 17,English,1996,Management,C000062,available,good,Olivia Martin,circulation
LN001450,2025-11-05,2025-11-26,2025-11-13,returned,0,M000113,student,Mechanical Engineering,active,Central Library,B000202,Public Policy: An Applied Introduction 202,English,2021,Economics,C000640,available,good,Sophia Hosseini,manager
LN001451,2025-11-05,2025-11-19,2025-11-15,returned,0,M000484,student,Economics,active,Graduate Research Library,B000272,Political Philosophy: Principles and Applications 272,Persian,2014,Philosophy,C000866,available,worn,Mina Brown,analyst
LN001452,2025-11-05,2025-11-26,2025-11-15,returned,0,M000066,faculty,Management,active,Central Library,B000073,Development Economics: A Modern Approach 73,English,1999,Economics,C000247,available,worn,Reza Khan,circulation
LN001453,2025-11-05,2025-11-19,2025-11-24,returned,0,M000299,student,Chemistry,active,Graduate Research Library,B000317,Modern Iran: Principles and Applications 317,English,1995,History,C001012,available,good,Sophia Hosseini,manager
LN001454,2025-11-06,2025-11-27,2025-11-16,returned,0,M000358,public,,active,Central Library,B000002,Econometrics: Principles and Applications 2,English,2006,Economics,C000006,on_loan,good,Tara Karimi,analyst
LN001455,2025-11-06,2025-12-04,2025-11-22,returned,0,M000150,student,Mechanical Engineering,active,Engineering Library,B000017,Strategic Management: Principles and Applications 17,English,1996,Management,C000067,available,good,Tara Clark,circulation
LN001456,2025-11-06,2025-11-27,2025-11-20,returned,0,M000500,staff,Psychology,active,Graduate Research Library,B000010,Strategic Management: Case Studies and Practice 10,English,1993,Management,C000036,available,worn,Reza Brown,analyst
LN001457,2025-11-06,2025-11-27,2025-11-11,returned,0,M000272,student,Physics,active,Central Library,B000294,"Discrete Mathematics: Concepts, Models, and Tools 294",English,2004,Mathematics,C000935,available,worn,Hana Abbasi,manager
LN001458,2025-11-07,2025-11-21,2025-11-18,returned,0,M000395,faculty,Literature,active,Graduate Research Library,B000279,"Statistical Physics: Concepts, Models, and Tools 279",English,2008,Physics,C000889,available,worn,Ali Lee,circulation
LN001459,2025-11-08,2025-11-22,2025-11-11,returned,0,M000194,student,Industrial Engineering,suspended,Engineering Library,B000129,Learning Theory: A Modern Approach 129,English,1998,Psychology,C000429,available,good,Emma Khan,circulation
LN001460,2025-11-08,2025-12-06,2025-12-06,returned,2,M000445,student,Literature,active,Central Library,B000130,Research Methods: A Modern Approach 130,English,1994,Psychology,C000432,on_loan,good,Ali Khan,manager
LN001461,2025-11-08,2025-11-29,2025-11-19,returned,1,M000015,faculty,Physics,active,Medical Sciences Library,B000116,Data Mining: An Applied Introduction 116,English,2001,Computer Science,C000387,available,good,Mina Brown,analyst
